crime_id,station_id,district,crime_type,modus_operandi,incident_date,incident_time,incident_year,incident_month,incident_day_of_week,incident_hour,latitude,longitude,location_type,severity,weapons_used,property_loss_inr,status,fir_number,io_officer,offender_ids,victim_ids,solved,days_to_solve,district_id,crime_type_id,modus_operandi_id,location_type_id,weapon_id,case_status_id,io_officer_id
1480,28,Dharwad,Vandalism,Arson,2020-07-23,18:27:00,2020,7,Thursday,18,15.569228,74.949482,Market,3,None,0,Pending Trial,FIR/2020/028/1480,CE,[325],[53],0,283,8,10,33,2,4,5,83
1481,15,Tumakuru,Assault,Domestic violence,2025-04-02,14:11:00,2025,4,Wednesday,14,13.408065,77.151479,Market,4,None,0,Open,FIR/2025/015/1481,AR,[365],[355],1,303,4,1,2,2,4,4,44
1482,15,Tumakuru,Kidnapping,Ransom,2021-07-02,13:08:00,2021,7,Friday,13,13.401302,77.111754,Road,5,None,0,Cold Case,FIR/2021/015/1482,AR,"[234, 130]",[348],0,48,4,5,18,6,4,3,44
1483,7,Bengaluru Rural,Kidnapping,Child abduction,2025-11-25,23:27:00,2025,11,Tuesday,23,13.133146,77.538531,Park,5,Blunt Object,0,Closed - Acquitted,FIR/2025/007/1483,U,[299],"[548, 501]",0,,2,5,16,3,1,1,21
1484,19,Dakshina Kannada,Assault,Domestic violence,2024-02-18,20:32:00,2024,2,Sunday,20,12.798458,75.050676,Market,3,Blunt Object,0,Open,FIR/2024/019/1484,BE,[197],[251],1,,5,1,2,2,1,4,57
1485,10,Mysuru,Vandalism,Graffiti,2023-06-25,21:05:00,2023,6,Sunday,21,12.346845,76.688379,Market,2,None,0,Under Investigation,FIR/2023/010/1485,AC,[149],[456],0,,3,10,34,2,4,6,29
1486,34,Hassan,Fraud,Land grab,2024-08-23,06:58:00,2024,8,Friday,6,12.940758,76.118106,Residence,4,None,33891,Open,FIR/2024/034/1486,CX,"[149, 400]",[600],0,324,10,4,15,5,4,4,102
1487,22,Belagavi,Vandalism,Property destruction,2020-12-23,15:17:00,2020,12,Wednesday,15,15.848339,74.514727,Public Transport,3,None,0,Pending Trial,FIR/2020/022/1487,BN,[346],[598],0,,6,10,35,4,4,5,66
1488,40,Udupi,Murder,Hired killing,2020-12-17,16:30:00,2020,12,Thursday,16,13.372499,74.816522,Road,5,None,0,Open,FIR/2020/040/1488,DN,"[11, 23]",[127],0,214,12,6,21,6,4,4,118
1489,39,Udupi,Theft,Vehicle theft,2023-08-02,15:20:00,2023,8,Wednesday,15,13.361582,74.647943,Market,2,None,208424,Under Investigation,FIR/2023/039/1489,DK,"[393, 387]",[579],0,262,12,9,32,2,4,6,115
1490,1,Bengaluru Urban,Theft,House break-in,2023-12-17,15:44:00,2023,12,Sunday,15,12.895614,77.51219,Public Transport,2,None,183275,Closed - Convicted,FIR/2023/001/1490,B,[345],"[301, 404]",1,,1,9,30,4,4,2,2
1491,3,Bengaluru Urban,Kidnapping,Child abduction,2021-04-15,17:07:00,2021,4,Thursday,17,12.888869,77.554253,Residence,5,Knife,0,Under Investigation,FIR/2021/003/1491,I,[112],"[263, 211]",1,248,1,5,16,5,3,6,9
1492,32,Ballari,Assault,Road rage,2021-06-16,20:51:00,2021,6,Wednesday,20,15.099754,77.00641,Commercial,4,None,0,Closed - Convicted,FIR/2021/032/1492,CQ,[106],[10],1,245,9,1,4,1,4,2,95
1493,5,Bengaluru Urban,Cybercrime,Identity theft,2025-09-19,14:50:00,2025,9,Friday,14,13.077289,77.712508,Market,3,Firearm,0,Closed - Convicted,FIR/2025/005/1493,O,[247],"[404, 403]",1,47,1,2,5,2,2,2,15
1494,30,Ballari,Theft,Vehicle theft,2023-04-02,14:23:00,2023,4,Sunday,14,15.139508,76.99572,Residence,3,None,202824,Pending Trial,FIR/2023/030/1494,CJ,"[377, 26]",[357],1,186,9,9,32,5,4,5,88
1495,21,Belagavi,Assault,Gang fight,2025-06-28,19:20:00,2025,6,Saturday,19,15.843592,74.512157,Park,4,None,0,Under Investigation,FIR/2025/021/1495,BJ,[29],[181],0,,6,1,3,3,4,6,62
1496,18,Dakshina Kannada,Kidnapping,Child abduction,2020-10-21,13:43:00,2020,10,Wednesday,13,12.786274,75.037441,Road,5,Blunt Object,0,Under Investigation,FIR/2020/018/1496,BB,"[105, 337]",[243],1,,5,5,16,6,1,6,54
1497,17,Dakshina Kannada,Theft,Pickpocket,2023-07-28,17:40:00,2023,7,Friday,17,12.804655,75.083282,Residence,2,None,204508,Open,FIR/2023/017/1497,AX,[9],[404],1,133,5,9,31,5,4,4,50
1498,4,Bengaluru Urban,Assault,Gang fight,2020-08-15,21:53:00,2020,8,Saturday,21,12.877543,77.523676,Market,3,None,0,Cold Case,FIR/2020/004/1498,J,"[392, 386]",[488],0,82,1,1,3,2,4,3,10
1499,31,Ballari,Sexual Assault,Molestation,2023-07-22,16:47:00,2023,7,Saturday,16,15.12516,76.913915,Market,5,None,0,Under Investigation,FIR/2023/031/1499,CN,[185],[599],0,308,9,8,27,2,4,6,92
1500,7,Bengaluru Rural,Robbery,Dacoity,2022-01-19,05:00:00,2022,1,Wednesday,5,13.10915,77.507049,Park,5,None,246921,Closed - Acquitted,FIR/2022/007/1500,U,"[54, 109]","[401, 522]",1,280,2,7,24,3,4,1,21
1501,35,Hassan,Theft,House break-in,2025-08-08,18:05:00,2025,8,Friday,18,13.064844,76.218098,Road,3,None,378763,Closed - Convicted,FIR/2025/035/1501,CY,[89],[384],0,,10,9,30,6,4,2,103
1502,24,Kalaburagi,Robbery,Dacoity,2021-10-03,18:14:00,2021,10,Sunday,18,17.296467,76.745415,Public Transport,5,None,3010,Closed - Convicted,FIR/2021/024/1502,BT,[285],[27],0,,7,7,24,4,4,2,72
1503,12,Mysuru,Cybercrime,Identity theft,2022-08-22,16:09:00,2022,8,Monday,16,12.281119,76.666392,Commercial,3,Firearm,0,Pending Trial,FIR/2022/012/1503,AH,[372],"[360, 420]",0,,3,2,5,1,2,5,34
1504,32,Ballari,Theft,House break-in,2024-01-14,15:02:00,2024,1,Sunday,15,15.055614,76.926181,Commercial,3,None,380619,Closed - Convicted,FIR/2024/032/1504,CP,[6],"[126, 564]",1,,9,9,30,1,4,2,94
1505,21,Belagavi,Robbery,Mugging,2023-12-07,18:47:00,2023,12,Thursday,18,15.860005,74.533822,Market,5,Blunt Object,466433,Closed - Convicted,FIR/2023/021/1505,BK,[6],[576],0,,6,7,25,2,1,2,63
1506,17,Dakshina Kannada,Theft,Chain snatching,2020-11-21,15:13:00,2020,11,Saturday,15,12.918517,75.04517,Public Transport,2,None,399923,Under Investigation,FIR/2020/017/1506,AX,"[193, 100, 197]",[303],1,142,5,9,29,4,4,6,50
1507,37,Shivamogga,Robbery,Armed robbery,2022-03-24,21:36:00,2022,3,Thursday,21,13.845395,75.638471,Commercial,5,None,95062,Under Investigation,FIR/2022/037/1507,DE,"[221, 88, 258]",[77],0,,11,7,23,1,4,6,109
1508,16,Tumakuru,Theft,House break-in,2020-07-24,08:10:00,2020,7,Friday,8,13.28745,77.073978,Road,3,None,327320,Under Investigation,FIR/2020/016/1508,AT,"[130, 243]",[427],1,,4,9,30,6,4,6,46
1509,18,Dakshina Kannada,Robbery,Dacoity,2025-06-16,23:15:00,2025,6,Monday,23,12.822126,74.873858,Park,4,Blunt Object,48828,Under Investigation,FIR/2025/018/1509,BB,[380],"[595, 118]",0,224,5,7,24,3,1,6,54
1510,24,Kalaburagi,Theft,Chain snatching,2025-12-05,16:22:00,2025,12,Friday,16,17.403197,76.835732,Public Transport,3,None,61063,Under Investigation,FIR/2025/024/1510,BR,[349],[371],0,135,7,9,29,4,4,6,70
1511,17,Dakshina Kannada,Kidnapping,Human trafficking,2024-05-17,14:58:00,2024,5,Friday,14,12.926421,74.946832,Commercial,5,None,0,Under Investigation,FIR/2024/017/1511,AY,[129],[495],1,,5,5,17,1,4,6,51
1512,33,Hassan,Assault,Road rage,2024-04-19,21:50:00,2024,4,Friday,21,13.035802,76.202966,Park,4,None,0,Under Investigation,FIR/2024/033/1512,CU,"[266, 241]",[505],0,,10,1,4,3,4,6,99
1513,3,Bengaluru Urban,Cybercrime,Online fraud,2020-09-01,00:37:00,2020,9,Tuesday,0,12.920397,77.652065,Commercial,3,None,0,Under Investigation,FIR/2020/003/1513,I,[195],[374],0,95,1,2,7,1,4,6,9
1514,19,Dakshina Kannada,Robbery,Dacoity,2025-04-06,09:08:00,2025,4,Sunday,9,12.78003,75.095057,Commercial,4,None,459686,Closed - Convicted,FIR/2025/019/1514,BC,"[397, 391, 209]",[208],1,,5,7,24,1,4,2,55
1515,38,Shivamogga,Cybercrime,Online fraud,2024-06-09,09:32:00,2024,6,Sunday,9,13.978842,75.590759,Market,4,Firearm,0,Under Investigation,FIR/2024/038/1515,DI,"[269, 251, 287]",[334],1,,11,2,7,2,2,6,113
1516,31,Ballari,Vandalism,Graffiti,2024-10-06,17:03:00,2024,10,Sunday,17,15.131927,76.854078,Public Transport,3,None,0,Under Investigation,FIR/2024/031/1516,CO,"[264, 372]",[448],0,,9,10,34,4,4,6,93
1517,33,Hassan,Fraud,Insurance fraud,2020-02-15,18:43:00,2020,2,Saturday,18,12.953386,76.067612,Residence,4,Blunt Object,469088,Pending Trial,FIR/2020/033/1517,CU,[361],[410],0,227,10,4,14,5,1,5,99
1518,40,Udupi,Theft,Vehicle theft,2021-08-27,08:22:00,2021,8,Friday,8,13.34493,74.705052,Market,2,None,41109,Closed - Convicted,FIR/2021/040/1518,DO,[9],[312],1,,12,9,32,2,4,2,119
1519,21,Belagavi,Theft,Chain snatching,2021-11-05,18:51:00,2021,11,Friday,18,15.862568,74.549703,Park,3,None,351931,Under Investigation,FIR/2021/021/1519,BI,[284],[36],1,103,6,9,29,3,4,6,61
1520,36,Shivamogga,Fraud,Insurance fraud,2022-03-12,13:25:00,2022,3,Saturday,13,13.960297,75.482164,Market,4,None,12601,Under Investigation,FIR/2022/036/1520,DD,[318],"[35, 465]",0,213,11,4,14,2,4,6,108
1521,29,Dharwad,Theft,Vehicle theft,2025-12-30,14:20:00,2025,12,Tuesday,14,15.39706,74.995777,Commercial,3,None,117647,Under Investigation,FIR/2025/029/1521,CG,[94],[534],0,294,8,9,32,1,4,6,85
1522,11,Mysuru,Robbery,Armed robbery,2025-04-21,11:30:00,2025,4,Monday,11,12.384791,76.621665,Park,4,None,17479,Under Investigation,FIR/2025/011/1522,AF,[19],"[542, 381]",0,218,3,7,23,3,4,6,32
1523,34,Hassan,Sexual Assault,Rape,2024-12-19,16:12:00,2024,12,Thursday,16,12.988936,76.14031,Commercial,5,Blunt Object,0,Under Investigation,FIR/2024/034/1523,CW,[205],[381],0,,10,8,28,1,1,6,101
1524,21,Belagavi,Theft,Pickpocket,2023-07-28,18:48:00,2023,7,Friday,18,15.942901,74.493234,Commercial,3,None,360943,Closed - Acquitted,FIR/2023/021/1524,BI,"[182, 7]",[184],0,,6,9,31,1,4,1,61
1525,36,Shivamogga,Theft,House break-in,2023-08-25,09:28:00,2023,8,Friday,9,13.892127,75.569024,Road,3,None,80172,Under Investigation,FIR/2023/036/1525,DB,"[242, 323]",[540],0,31,11,9,30,6,4,6,106
1526,30,Ballari,Drug Offence,Trafficking,2022-09-29,13:25:00,2022,9,Thursday,13,15.144919,76.829932,Market,5,Firearm,0,Pending Trial,FIR/2022/030/1526,CL,"[59, 45]",[376],0,142,9,3,11,2,2,5,90
1527,29,Dharwad,Cybercrime,Phishing,2020-07-03,21:02:00,2020,7,Friday,21,15.413753,75.020279,Residence,4,None,0,Under Investigation,FIR/2020/029/1527,CH,[329],[142],0,334,8,2,8,5,4,6,86
1528,25,Kalaburagi,Robbery,Mugging,2022-09-18,18:27:00,2022,9,Sunday,18,17.387084,76.918852,Residence,5,Blunt Object,114050,Under Investigation,FIR/2022/025/1528,BW,"[260, 21]","[231, 404]",0,167,7,7,25,5,1,6,75
1529,33,Hassan,Sexual Assault,Molestation,2025-06-07,19:33:00,2025,6,Saturday,19,12.943371,75.995809,Commercial,5,None,0,Closed - Convicted,FIR/2025/033/1529,CS,"[152, 330]",[267],0,,10,8,27,1,4,2,97
1530,26,Kalaburagi,Drug Offence,Distribution,2020-05-24,03:46:00,2020,5,Sunday,3,17.295372,76.856307,Park,5,None,0,Under Investigation,FIR/2020/026/1530,BZ,"[281, 10, 140]",[564],0,6,7,3,9,3,4,6,78
1531,37,Shivamogga,Robbery,Dacoity,2024-11-27,17:36:00,2024,11,Wednesday,17,14.036753,75.498682,Public Transport,5,Firearm,279604,Pending Trial,FIR/2024/037/1531,DE,[8],"[514, 119]",0,321,11,7,24,4,2,5,109
1532,35,Hassan,Theft,Pickpocket,2022-01-09,13:06:00,2022,1,Sunday,13,12.911075,76.040872,Commercial,3,None,230263,Under Investigation,FIR/2022/035/1532,CY,[210],[158],1,226,10,9,31,1,4,6,103
1533,26,Kalaburagi,Assault,Gang fight,2024-06-04,21:49:00,2024,6,Tuesday,21,17.398492,76.940883,Commercial,4,Firearm,0,Under Investigation,FIR/2024/026/1533,BX,[256],[599],1,,7,1,3,1,2,6,76
1534,33,Hassan,Cybercrime,Investment scam,2021-05-05,10:57:00,2021,5,Wednesday,10,12.939713,76.162327,Residence,4,Firearm,0,Pending Trial,FIR/2021/033/1534,CS,"[49, 218]",[285],1,,10,2,6,5,2,5,97
1535,17,Dakshina Kannada,Assault,Gang fight,2023-09-25,11:54:00,2023,9,Monday,11,12.907655,74.958795,Park,3,Firearm,0,Closed - Convicted,FIR/2023/017/1535,AW,[146],"[513, 147]",1,,5,1,3,3,2,2,49
1536,37,Shivamogga,Fraud,Cheque fraud,2022-06-16,15:52:00,2022,6,Thursday,15,13.820589,75.590885,Park,4,None,232911,Under Investigation,FIR/2022/037/1536,DF,[220],[194],0,89,11,4,12,3,4,6,110
1537,31,Ballari,Cybercrime,Online fraud,2025-06-13,18:42:00,2025,6,Friday,18,15.094038,76.864167,Market,4,None,0,Open,FIR/2025/031/1537,CN,"[139, 2]",[446],1,198,9,2,7,2,4,4,92
1538,6,Bengaluru Urban,Assault,Domestic violence,2024-10-28,20:09:00,2024,10,Monday,20,12.901477,77.535999,Road,3,Blunt Object,0,Closed - Convicted,FIR/2024/006/1538,Q,[353],[75],0,,1,1,2,6,1,2,17
1539,10,Mysuru,Fraud,Insurance fraud,2020-01-28,21:25:00,2020,1,Tuesday,21,12.296596,76.534222,Residence,3,Firearm,37654,Open,FIR/2020/010/1539,AD,"[332, 270, 89]",[450],1,,3,4,14,5,2,4,30
1540,12,Mysuru,Cybercrime,Identity theft,2025-06-24,07:59:00,2025,6,Tuesday,7,12.363724,76.555747,Public Transport,3,None,0,Under Investigation,FIR/2025/012/1540,AI,[232],[159],1,315,3,2,5,4,4,6,35
1541,22,Belagavi,Sexual Assault,Eve-teasing,2021-05-21,20:40:00,2021,5,Friday,20,15.912656,74.506683,Park,5,None,0,Open,FIR/2021/022/1541,BM,[362],[302],1,,6,8,26,3,4,4,65
1542,5,Bengaluru Urban,Theft,Chain snatching,2023-11-20,15:56:00,2023,11,Monday,15,13.088766,77.673621,Market,2,None,173190,Under Investigation,FIR/2023/005/1542,M,"[207, 210]",[5],0,,1,9,29,2,4,6,13
1543,14,Tumakuru,Drug Offence,Possession,2022-02-22,08:25:00,2022,2,Tuesday,8,13.38906,77.183789,Residence,5,Knife,0,Open,FIR/2022/014/1543,AO,"[248, 231]",[350],0,103,4,3,10,5,3,4,41
1544,7,Bengaluru Rural,Cybercrime,Online fraud,2025-09-28,14:06:00,2025,9,Sunday,14,13.145691,77.643973,Road,4,Blunt Object,0,Under Investigation,FIR/2025/007/1544,T,[217],[60],0,100,2,2,7,6,1,6,20
1545,5,Bengaluru Urban,Theft,House break-in,2022-09-14,16:30:00,2022,9,Wednesday,16,12.874219,77.590925,Road,2,None,353239,Under Investigation,FIR/2022/005/1545,M,[45],"[594, 87]",0,,1,9,30,6,4,6,13
1546,16,Tumakuru,Drug Offence,Trafficking,2020-09-01,04:25:00,2020,9,Tuesday,4,13.251776,77.216384,Market,5,Blunt Object,0,Open,FIR/2020/016/1546,AV,"[74, 160]","[507, 566]",0,,4,3,11,2,1,4,48
1547,10,Mysuru,Fraud,Impersonation,2021-02-10,04:21:00,2021,2,Wednesday,4,12.275595,76.535014,Park,3,Blunt Object,260266,Pending Trial,FIR/2021/010/1547,AB,[17],[492],1,,3,4,13,3,1,5,28
1548,34,Hassan,Theft,Chain snatching,2023-12-20,22:55:00,2023,12,Wednesday,22,13.014234,76.080716,Road,3,None,399927,Under Investigation,FIR/2023/034/1548,CV,[274],[566],0,22,10,9,29,6,4,6,100
1549,29,Dharwad,Kidnapping,Child abduction,2022-03-13,18:33:00,2022,3,Sunday,18,15.44771,75.109447,Park,5,None,0,Open,FIR/2022/029/1549,CI,"[297, 10]",[11],0,,8,5,16,3,4,4,87
1550,26,Kalaburagi,Theft,Pickpocket,2025-05-29,09:40:00,2025,5,Thursday,9,17.366173,76.782591,Market,3,None,280106,Closed - Acquitted,FIR/2025/026/1550,BY,[168],"[460, 536]",1,117,7,9,31,2,4,1,77
1551,35,Hassan,Theft,House break-in,2021-12-14,20:38:00,2021,12,Tuesday,20,12.936531,76.012744,Commercial,3,None,19489,Open,FIR/2021/035/1551,CY,[348],[336],0,351,10,9,30,1,4,4,103
1552,19,Dakshina Kannada,Assault,Road rage,2023-04-09,07:41:00,2023,4,Sunday,7,12.852681,75.058979,Road,3,Firearm,0,Closed - Acquitted,FIR/2023/019/1552,BE,[138],[54],1,,5,1,4,6,2,1,57
1553,28,Dharwad,Theft,Chain snatching,2025-11-13,20:30:00,2025,11,Thursday,20,15.425174,75.041046,Park,3,None,127930,Under Investigation,FIR/2025/028/1553,CD,[9],[345],1,,8,9,29,3,4,6,82
1554,30,Ballari,Vandalism,Arson,2020-08-10,08:12:00,2020,8,Monday,8,15.208891,76.824198,Road,3,None,0,Under Investigation,FIR/2020/030/1554,CL,"[117, 393]",[513],1,,9,10,33,6,4,6,90
1555,27,Dharwad,Assault,Road rage,2020-03-16,07:03:00,2020,3,Monday,7,15.436269,74.909552,Public Transport,4,None,0,Cold Case,FIR/2020/027/1555,CC,"[103, 107]",[8],1,,8,1,4,4,4,3,81
1556,5,Bengaluru Urban,Vandalism,Arson,2023-02-05,14:48:00,2023,2,Sunday,14,13.052691,77.529012,Residence,2,None,0,Open,FIR/2023/005/1556,O,[49],[563],0,,1,10,33,5,4,4,15
1557,8,Bengaluru Rural,Cybercrime,Phishing,2023-07-20,19:58:00,2023,7,Thursday,19,13.089688,77.630678,Road,4,Blunt Object,0,Pending Trial,FIR/2023/008/1557,X,"[327, 294]",[568],0,,2,2,8,6,1,5,24
1558,22,Belagavi,Robbery,Mugging,2022-08-11,09:22:00,2022,8,Thursday,9,15.829827,74.431899,Residence,5,Knife,95482,Under Investigation,FIR/2022/022/1558,BN,[45],[443],0,96,6,7,25,5,3,6,66
1559,34,Hassan,Fraud,Impersonation,2025-05-15,14:03:00,2025,5,Thursday,14,12.965168,76.081924,Commercial,4,Firearm,230844,Under Investigation,FIR/2025/034/1559,CX,[298],[198],1,242,10,4,13,1,2,6,102
1560,6,Bengaluru Urban,Assault,Domestic violence,2021-09-11,15:45:00,2021,9,Saturday,15,13.015345,77.697792,Residence,3,Firearm,0,Cold Case,FIR/2021/006/1560,R,"[253, 356]",[357],0,,1,1,2,5,2,3,18
1561,40,Udupi,Drug Offence,Distribution,2021-04-17,19:52:00,2021,4,Saturday,19,13.427748,74.645772,Market,4,Knife,0,Open,FIR/2021/040/1561,DN,"[163, 59, 48]",[167],1,157,12,3,9,2,3,4,118
1562,27,Dharwad,Assault,Brawl,2022-04-15,22:04:00,2022,4,Friday,22,15.451691,75.089773,Public Transport,4,Blunt Object,0,Under Investigation,FIR/2022/027/1562,CC,"[48, 294]","[1, 420]",0,,8,1,1,4,1,6,81
1563,31,Ballari,Drug Offence,Possession,2022-02-25,21:00:00,2022,2,Friday,21,15.175287,76.992211,Residence,5,None,0,Closed - Acquitted,FIR/2022/031/1563,CO,"[207, 46, 237]",[107],0,,9,3,10,5,4,1,93
1564,35,Hassan,Theft,Pickpocket,2025-11-09,18:53:00,2025,11,Sunday,18,12.996018,75.987407,Commercial,3,None,439658,Under Investigation,FIR/2025/035/1564,CY,[163],[390],1,333,10,9,31,1,4,6,103
1565,21,Belagavi,Theft,Vehicle theft,2024-06-21,19:03:00,2024,6,Friday,19,15.939256,74.510409,Residence,3,None,142205,Closed - Convicted,FIR/2024/021/1565,BI,"[149, 39, 63]",[287],0,,6,9,32,5,4,2,61
1566,5,Bengaluru Urban,Fraud,Insurance fraud,2025-04-21,12:56:00,2025,4,Monday,12,12.946581,77.57936,Residence,3,None,337757,Under Investigation,FIR/2025/005/1566,O,[386],[130],1,41,1,4,14,5,4,6,15
1567,28,Dharwad,Sexual Assault,Rape,2024-06-27,16:14:00,2024,6,Thursday,16,15.566726,75.031223,Residence,5,Knife,0,Pending Trial,FIR/2024/028/1567,CF,[322],[153],1,254,8,8,28,5,3,5,84
1568,19,Dakshina Kannada,Assault,Road rage,2022-02-10,22:06:00,2022,2,Thursday,22,12.904295,74.934881,Market,3,Knife,0,Open,FIR/2022/019/1568,BE,"[5, 221]",[332],0,,5,1,4,2,3,4,57
1569,7,Bengaluru Rural,Kidnapping,Human trafficking,2023-04-05,19:27:00,2023,4,Wednesday,19,13.268141,77.599557,Market,5,Firearm,0,Under Investigation,FIR/2023/007/1569,U,"[7, 255]",[47],0,,2,5,17,2,2,6,21
1570,25,Kalaburagi,Theft,Vehicle theft,2020-02-26,18:06:00,2020,2,Wednesday,18,17.287151,76.92038,Residence,3,None,124842,Under Investigation,FIR/2020/025/1570,BU,[146],[511],0,,7,9,32,5,4,6,73
1571,39,Udupi,Assault,Gang fight,2025-05-11,18:06:00,2025,5,Sunday,18,13.341371,74.70856,Commercial,3,None,0,Under Investigation,FIR/2025/039/1571,DM,"[186, 124]",[496],1,60,12,1,3,1,4,6,117
1572,34,Hassan,Robbery,Mugging,2025-01-07,01:41:00,2025,1,Tuesday,1,13.035637,76.020896,Road,5,Blunt Object,183553,Under Investigation,FIR/2025/034/1572,CW,[371],[363],0,,10,7,25,6,1,6,101
1573,29,Dharwad,Drug Offence,Trafficking,2024-06-19,14:03:00,2024,6,Wednesday,14,15.388218,75.098703,Road,5,Blunt Object,0,Under Investigation,FIR/2024/029/1573,CG,"[89, 148]",[98],0,,8,3,11,6,1,6,85
1574,41,Udupi,Fraud,Impersonation,2021-12-28,16:31:00,2021,12,Tuesday,16,13.434966,74.768839,Park,3,None,46677,Closed - Convicted,FIR/2021/041/1574,DS,[273],"[56, 404]",0,,12,4,13,3,4,2,123
1575,38,Shivamogga,Robbery,Armed robbery,2021-08-31,11:13:00,2021,8,Tuesday,11,13.829415,75.527138,Park,5,Knife,494337,Closed - Convicted,FIR/2021/038/1575,DJ,[71],[220],1,,11,7,23,3,3,2,114
1576,8,Bengaluru Rural,Kidnapping,Child abduction,2021-01-11,20:17:00,2021,1,Monday,20,13.197833,77.617714,Residence,5,None,0,Under Investigation,FIR/2021/008/1576,X,[104],[504],0,159,2,5,16,5,4,6,24
1577,10,Mysuru,Theft,House break-in,2022-01-28,17:28:00,2022,1,Friday,17,12.390932,76.582017,Residence,2,None,179505,Open,FIR/2022/010/1577,AB,[261],[295],1,,3,9,30,5,4,4,28
1578,22,Belagavi,Theft,Pickpocket,2024-01-31,20:44:00,2024,1,Wednesday,20,15.89383,74.495707,Market,3,None,410885,Open,FIR/2024/022/1578,BL,"[362, 311]",[303],0,,6,9,31,2,4,4,64
1579,15,Tumakuru,Assault,Brawl,2024-09-25,21:50:00,2024,9,Wednesday,21,13.248538,77.032961,Residence,4,None,0,Under Investigation,FIR/2024/015/1579,AR,[54],[76],0,347,4,1,1,5,4,6,44
1580,3,Bengaluru Urban,Theft,House break-in,2024-07-16,22:17:00,2024,7,Tuesday,22,13.051349,77.669601,Residence,2,None,119614,Closed - Acquitted,FIR/2024/003/1580,H,"[54, 88]",[130],0,165,1,9,30,5,4,1,8
1581,31,Ballari,Theft,House break-in,2022-04-28,20:53:00,2022,4,Thursday,20,15.079052,76.804265,Park,3,None,107532,Under Investigation,FIR/2022/031/1581,CM,[181],[451],1,,9,9,30,3,4,6,91
1582,28,Dharwad,Fraud,Land grab,2021-07-29,05:41:00,2021,7,Thursday,5,15.340466,75.126723,Park,4,None,39066,Pending Trial,FIR/2021/028/1582,CE,[229],[110],1,,8,4,15,3,4,5,83
1583,35,Hassan,Assault,Domestic violence,2020-01-13,18:28:00,2020,1,Monday,18,13.123106,76.085341,Residence,4,Firearm,0,Open,FIR/2020/035/1583,CZ,"[119, 279]",[229],1,188,10,1,2,5,2,4,104
1584,21,Belagavi,Robbery,Mugging,2025-06-22,12:00:00,2025,6,Sunday,12,15.785533,74.463158,Commercial,5,Blunt Object,379344,Open,FIR/2025/021/1584,BK,"[260, 266]",[210],1,,6,7,25,1,1,4,63
1585,12,Mysuru,Assault,Domestic violence,2025-10-20,20:03:00,2025,10,Monday,20,12.208508,76.737967,Residence,3,Knife,0,Under Investigation,FIR/2025/012/1585,AI,[247],[567],1,191,3,1,2,5,3,6,35
1586,28,Dharwad,Drug Offence,Possession,2023-08-08,19:13:00,2023,8,Tuesday,19,15.446,74.891673,Residence,5,None,0,Open,FIR/2023/028/1586,CF,[349],"[63, 412]",0,,8,3,10,5,4,4,84
1587,7,Bengaluru Rural,Vandalism,Arson,2023-09-23,10:47:00,2023,9,Saturday,10,13.221393,77.565318,Public Transport,3,None,0,Under Investigation,FIR/2023/007/1587,T,"[98, 131]",[236],1,,2,10,33,4,4,6,20
1588,32,Ballari,Assault,Domestic violence,2020-04-22,20:06:00,2020,4,Wednesday,20,15.15877,77.012389,Public Transport,4,None,0,Closed - Acquitted,FIR/2020/032/1588,CQ,"[147, 190]",[47],0,355,9,1,2,4,4,1,95
1589,20,Belagavi,Theft,Chain snatching,2023-01-10,08:15:00,2023,1,Tuesday,8,15.940679,74.598736,Market,3,None,317668,Open,FIR/2023/020/1589,BF,[218],"[138, 590]",1,,6,9,29,2,4,4,58
1590,29,Dharwad,Cybercrime,Online fraud,2021-06-13,15:52:00,2021,6,Sunday,15,15.377038,75.10317,Residence,4,Knife,0,Closed - Convicted,FIR/2021/029/1590,CH,"[319, 177]",[24],1,,8,2,7,5,3,2,86
1591,7,Bengaluru Rural,Assault,Gang fight,2022-12-13,14:20:00,2022,12,Tuesday,14,13.306951,77.554908,Commercial,4,Knife,0,Cold Case,FIR/2022/007/1591,T,"[357, 369, 276]",[458],1,,2,1,3,1,3,3,20
1592,41,Udupi,Robbery,Armed robbery,2024-02-24,12:42:00,2024,2,Saturday,12,13.337143,74.858966,Market,4,Firearm,418849,Under Investigation,FIR/2024/041/1592,DS,[90],[404],0,13,12,7,23,2,2,6,123
1593,5,Bengaluru Urban,Theft,House break-in,2020-11-17,03:55:00,2020,11,Tuesday,3,13.028654,77.603923,Commercial,2,None,410741,Closed - Convicted,FIR/2020/005/1593,M,[246],[74],1,26,1,9,30,1,4,2,13
1594,1,Bengaluru Urban,Theft,House break-in,2020-06-02,19:18:00,2020,6,Tuesday,19,12.912769,77.560708,Market,2,None,280750,Closed - Acquitted,FIR/2020/001/1594,B,"[198, 271]",[303],1,283,1,9,30,2,4,1,2
1595,38,Shivamogga,Cybercrime,Phishing,2024-06-11,12:08:00,2024,6,Tuesday,12,13.911192,75.468057,Market,4,None,0,Open,FIR/2024/038/1595,DI,[21],[340],1,,11,2,8,2,4,4,113
1596,25,Kalaburagi,Robbery,Dacoity,2024-03-07,18:35:00,2024,3,Thursday,18,17.298053,76.793476,Public Transport,5,None,406785,Under Investigation,FIR/2024/025/1596,BV,[124],[23],1,248,7,7,24,4,4,6,74
