crime_officer_id,crime_id,officer_id,role,assigned_date,assignment_status
1666,1666,46,Investigating Officer,2025-04-27,Active
1667,1667,111,Investigating Officer,2022-03-19,Active
1668,1668,23,Investigating Officer,2022-05-24,Active
1669,1669,64,Investigating Officer,2023-12-29,Active
1670,1670,105,Investigating Officer,2024-01-11,Active
1671,1671,78,Investigating Officer,2022-08-04,Active
1672,1672,90,Investigating Officer,2023-03-02,Active
1673,1673,97,Investigating Officer,2021-02-24,Active
1674,1674,46,Investigating Officer,2021-06-21,Active
1675,1675,110,Investigating Officer,2022-07-25,Active
1676,1676,6,Investigating Officer,2022-06-05,Closed
1677,1677,21,Investigating Officer,2024-05-30,Closed
1678,1678,85,Investigating Officer,2020-03-22,Active
1679,1679,7,Investigating Officer,2024-12-11,Closed
1680,1680,112,Investigating Officer,2025-09-07,Closed
1681,1681,61,Investigating Officer,2025-01-02,Active
1682,1682,60,Investigating Officer,2024-04-17,Active
1683,1683,109,Investigating Officer,2025-03-15,Closed
1684,1684,75,Investigating Officer,2021-11-29,Active
1685,1685,14,Investigating Officer,2021-10-31,Active
1686,1686,23,Investigating Officer,2023-01-11,Active
1687,1687,15,Investigating Officer,2022-07-25,Closed
1688,1688,83,Investigating Officer,2025-05-07,Closed
1689,1689,11,Investigating Officer,2023-01-19,Active
1690,1690,39,Investigating Officer,2025-05-06,Active
1691,1691,34,Investigating Officer,2020-04-05,Closed
1692,1692,96,Investigating Officer,2024-09-07,Active
1693,1693,12,Investigating Officer,2023-01-07,Active
1694,1694,75,Investigating Officer,2023-01-15,Active
1695,1695,97,Investigating Officer,2025-02-07,Active
1696,1696,49,Investigating Officer,2023-12-24,Active
1697,1697,32,Investigating Officer,2023-04-18,Active
1698,1698,42,Investigating Officer,2024-07-30,Closed
1699,1699,4,Investigating Officer,2020-07-16,Active
1700,1700,18,Investigating Officer,2020-10-24,Active
1701,1701,55,Investigating Officer,2024-10-22,Closed
1702,1702,68,Investigating Officer,2020-02-17,Active
1703,1703,79,Investigating Officer,2024-11-17,Active
1704,1704,26,Investigating Officer,2022-08-09,Closed
1705,1705,48,Investigating Officer,2024-02-27,Closed
1706,1706,71,Investigating Officer,2022-05-13,Active
1707,1707,30,Investigating Officer,2021-08-25,Active
1708,1708,70,Investigating Officer,2022-11-26,Closed
1709,1709,101,Investigating Officer,2022-02-14,Active
1710,1710,27,Investigating Officer,2020-12-04,Active
1711,1711,87,Investigating Officer,2024-04-04,Active
1712,1712,106,Investigating Officer,2021-12-21,Active
1713,1713,31,Investigating Officer,2021-09-25,Closed
1714,1714,107,Investigating Officer,2020-06-30,Active
1715,1715,114,Investigating Officer,2020-03-01,Closed
1716,1716,81,Investigating Officer,2020-05-21,Closed
1717,1717,73,Investigating Officer,2020-10-07,Active
1718,1718,56,Investigating Officer,2022-05-07,Closed
1719,1719,14,Investigating Officer,2023-05-31,Active
1720,1720,108,Investigating Officer,2020-09-26,Active
1721,1721,27,Investigating Officer,2021-06-28,Active
1722,1722,119,Investigating Officer,2024-08-24,Active
1723,1723,14,Investigating Officer,2023-08-19,Active
1724,1724,17,Investigating Officer,2020-01-21,Active
1725,1725,70,Investigating Officer,2024-11-12,Closed
1726,1726,110,Investigating Officer,2025-06-10,Active
1727,1727,28,Investigating Officer,2025-05-10,Closed
1728,1728,71,Investigating Officer,2022-06-25,Active
1729,1729,48,Investigating Officer,2024-05-21,Closed
1730,1730,31,Investigating Officer,2020-03-28,Active
1731,1731,7,Investigating Officer,2021-05-06,Closed
1732,1732,121,Investigating Officer,2024-11-01,Active
1733,1733,45,Investigating Officer,2023-10-22,Closed
1734,1734,71,Investigating Officer,2020-03-03,Active
1735,1735,112,Investigating Officer,2021-01-15,Active
1736,1736,79,Investigating Officer,2021-04-05,Closed
1737,1737,109,Investigating Officer,2025-07-07,Active
1738,1738,118,Investigating Officer,2021-02-27,Active
1739,1739,92,Investigating Officer,2023-12-27,Closed
1740,1740,113,Investigating Officer,2021-05-05,Active
1741,1741,105,Investigating Officer,2021-04-27,Closed
1742,1742,83,Investigating Officer,2022-07-10,Closed
1743,1743,6,Investigating Officer,2021-02-19,Active
1744,1744,83,Investigating Officer,2022-10-03,Closed
1745,1745,91,Investigating Officer,2022-07-24,Active
1746,1746,45,Investigating Officer,2025-01-10,Active
1747,1747,32,Investigating Officer,2022-08-31,Active
1748,1748,93,Investigating Officer,2021-08-08,Active
1749,1749,63,Investigating Officer,2023-06-04,Active
1750,1750,102,Investigating Officer,2022-07-04,Active
1751,1751,51,Investigating Officer,2020-06-03,Active
1752,1752,104,Investigating Officer,2022-04-05,Active
1753,1753,102,Investigating Officer,2023-02-09,Closed
1754,1754,92,Investigating Officer,2025-06-19,Active
1755,1755,79,Investigating Officer,2022-09-27,Active
1756,1756,49,Investigating Officer,2020-01-16,Closed
1757,1757,110,Investigating Officer,2021-09-27,Closed
1758,1758,7,Investigating Officer,2025-09-26,Active
1759,1759,8,Investigating Officer,2020-11-13,Closed
1760,1760,77,Investigating Officer,2024-10-09,Closed
1761,1761,81,Investigating Officer,2024-10-13,Active
1762,1762,80,Investigating Officer,2023-12-19,Active
1763,1763,38,Investigating Officer,2021-11-11,Active
1764,1764,100,Investigating Officer,2020-10-20,Closed
1765,1765,18,Investigating Officer,2020-02-09,Closed
1766,1766,46,Investigating Officer,2020-05-12,Active
1767,1767,29,Investigating Officer,2025-07-22,Closed
1768,1768,3,Investigating Officer,2024-11-02,Active
1769,1769,75,Investigating Officer,2025-09-21,Active
1770,1770,79,Investigating Officer,2022-08-22,Active
1771,1771,62,Investigating Officer,2023-03-27,Active
1772,1772,31,Investigating Officer,2020-03-31,Closed
1773,1773,7,Investigating Officer,2024-06-30,Closed
1774,1774,70,Investigating Officer,2023-03-12,Closed
1775,1775,88,Investigating Officer,2025-04-15,Active
1776,1776,41,Investigating Officer,2024-03-24,Closed
1777,1777,101,Investigating Officer,2024-10-02,Active
1778,1778,50,Investigating Officer,2025-02-19,Active
1779,1779,10,Investigating Officer,2022-10-03,Active
1780,1780,5,Investigating Officer,2025-12-31,Active
1781,1781,120,Investigating Officer,2023-06-01,Active
1782,1782,44,Investigating Officer,2022-04-30,Active
1783,1783,53,Investigating Officer,2020-05-04,Active
1784,1784,9,Investigating Officer,2025-12-15,Closed
1785,1785,84,Investigating Officer,2020-06-06,Active
1786,1786,101,Investigating Officer,2021-12-15,Active
1787,1787,85,Investigating Officer,2020-12-09,Active
1788,1788,96,Investigating Officer,2024-07-28,Closed
1789,1789,89,Investigating Officer,2022-12-02,Active
1790,1790,65,Investigating Officer,2022-01-07,Active
1791,1791,56,Investigating Officer,2023-09-26,Active
1792,1792,11,Investigating Officer,2023-07-15,Active
1793,1793,121,Investigating Officer,2022-09-03,Active
1794,1794,33,Investigating Officer,2022-05-13,Closed
1795,1795,42,Investigating Officer,2021-10-13,Closed
1796,1796,87,Investigating Officer,2022-07-28,Active
1797,1797,102,Investigating Officer,2023-10-25,Closed
1798,1798,100,Investigating Officer,2025-01-20,Active
1799,1799,64,Investigating Officer,2021-06-25,Active
1800,1800,51,Investigating Officer,2025-05-20,Active
1801,1801,2,Investigating Officer,2020-08-25,Active
1802,1802,15,Investigating Officer,2022-06-19,Closed
1803,1803,43,Investigating Officer,2021-10-10,Active
1804,1804,29,Investigating Officer,2021-01-29,Active
1805,1805,47,Investigating Officer,2025-12-04,Active
1806,1806,20,Investigating Officer,2024-05-19,Active
1807,1807,63,Investigating Officer,2025-06-26,Active
1808,1808,103,Investigating Officer,2022-05-26,Active
1809,1809,37,Investigating Officer,2023-04-05,Closed
1810,1810,35,Investigating Officer,2022-10-13,Active
1811,1811,97,Investigating Officer,2022-08-06,Active
1812,1812,90,Investigating Officer,2022-08-12,Active
1813,1813,82,Investigating Officer,2021-02-17,Active
1814,1814,74,Investigating Officer,2025-05-29,Closed
1815,1815,119,Investigating Officer,2020-09-10,Active
1816,1816,14,Investigating Officer,2023-11-12,Closed
1817,1817,97,Investigating Officer,2024-06-16,Active
1818,1818,100,Investigating Officer,2024-12-19,Active
1819,1819,56,Investigating Officer,2023-03-17,Closed
1820,1820,33,Investigating Officer,2023-07-02,Active
1821,1821,43,Investigating Officer,2021-03-03,Closed
1822,1822,24,Investigating Officer,2020-09-29,Closed
1823,1823,51,Investigating Officer,2025-06-08,Active
1824,1824,103,Investigating Officer,2022-11-15,Active
1825,1825,19,Investigating Officer,2020-05-13,Closed
1826,1826,100,Investigating Officer,2021-02-09,Closed
1827,1827,56,Investigating Officer,2020-02-27,Active
1828,1828,73,Investigating Officer,2023-04-25,Active
1829,1829,36,Investigating Officer,2020-02-24,Active
1830,1830,90,Investigating Officer,2025-11-15,Active
1831,1831,31,Investigating Officer,2024-03-30,Closed
1832,1832,32,Investigating Officer,2021-09-25,Closed
1833,1833,120,Investigating Officer,2020-12-28,Active
1834,1834,115,Investigating Officer,2020-11-30,Active
1835,1835,119,Investigating Officer,2025-03-31,Active
1836,1836,120,Investigating Officer,2021-10-24,Active
1837,1837,5,Investigating Officer,2022-01-29,Closed
1838,1838,30,Investigating Officer,2023-09-14,Closed
1839,1839,106,Investigating Officer,2024-04-06,Closed
1840,1840,59,Investigating Officer,2020-07-26,Active
1841,1841,65,Investigating Officer,2021-01-22,Closed
1842,1842,3,Investigating Officer,2025-05-06,Active
1843,1843,107,Investigating Officer,2024-01-14,Active
1844,1844,49,Investigating Officer,2022-09-04,Closed
1845,1845,42,Investigating Officer,2020-06-14,Closed
1846,1846,52,Investigating Officer,2022-02-21,Closed
1847,1847,55,Investigating Officer,2024-04-01,Active
1848,1848,115,Investigating Officer,2025-05-19,Active
1849,1849,62,Investigating Officer,2023-04-14,Closed
1850,1850,58,Investigating Officer,2023-10-08,Active
1851,1851,85,Investigating Officer,2025-10-31,Active
1852,1852,55,Investigating Officer,2020-11-13,Closed
1853,1853,20,Investigating Officer,2021-06-15,Active
1854,1854,74,Investigating Officer,2022-10-03,Closed
1855,1855,16,Investigating Officer,2023-12-08,Active
1856,1856,64,Investigating Officer,2021-09-21,Active
1857,1857,115,Investigating Officer,2021-11-07,Active
1858,1858,101,Investigating Officer,2022-12-03,Active
1859,1859,27,Investigating Officer,2020-01-04,Active
1860,1860,122,Investigating Officer,2024-06-17,Active
1861,1861,14,Investigating Officer,2024-10-25,Closed
1862,1862,29,Investigating Officer,2021-07-01,Active
1863,1863,28,Investigating Officer,2020-04-01,Active
1864,1864,114,Investigating Officer,2022-08-13,Active
1865,1865,116,Investigating Officer,2024-01-26,Active
1866,1866,24,Investigating Officer,2024-09-28,Closed
1867,1867,88,Investigating Officer,2023-05-16,Closed
1868,1868,34,Investigating Officer,2023-10-15,Active
1869,1869,35,Investigating Officer,2022-10-27,Active
1870,1870,52,Investigating Officer,2023-11-01,Closed
1871,1871,113,Investigating Officer,2023-10-25,Active
1872,1872,116,Investigating Officer,2024-06-01,Active
1873,1873,74,Investigating Officer,2025-02-19,Closed
1874,1874,59,Investigating Officer,2024-09-27,Active
1875,1875,32,Investigating Officer,2022-03-24,Active
1876,1876,52,Investigating Officer,2020-06-25,Active
1877,1877,53,Investigating Officer,2024-11-29,Active
1878,1878,15,Investigating Officer,2021-07-07,Closed
1879,1879,4,Investigating Officer,2020-08-11,Closed
1880,1880,16,Investigating Officer,2025-02-20,Active
1881,1881,79,Investigating Officer,2024-12-27,Active
1882,1882,28,Investigating Officer,2024-05-09,Closed
1883,1883,80,Investigating Officer,2022-11-09,Active
1884,1884,105,Investigating Officer,2023-08-07,Active
1885,1885,3,Investigating Officer,2022-08-31,Closed
1886,1886,112,Investigating Officer,2025-10-15,Active
1887,1887,51,Investigating Officer,2022-09-21,Active
1888,1888,88,Investigating Officer,2022-02-13,Active
1889,1889,45,Investigating Officer,2022-06-15,Active
1890,1890,29,Investigating Officer,2021-04-24,Closed
1891,1891,36,Investigating Officer,2024-05-20,Active
1892,1892,82,Investigating Officer,2023-12-21,Closed
1893,1893,99,Investigating Officer,2024-02-27,Active
1894,1894,113,Investigating Officer,2024-12-08,Active
1895,1895,87,Investigating Officer,2021-05-02,Active
1896,1896,26,Investigating Officer,2023-08-12,Active
1897,1897,63,Investigating Officer,2022-10-14,Active
1898,1898,41,Investigating Officer,2020-01-09,Closed
1899,1899,101,Investigating Officer,2021-04-11,Active
1900,1900,28,Investigating Officer,2025-03-24,Active
1901,1901,69,Investigating Officer,2021-08-05,Closed
1902,1902,14,Investigating Officer,2022-08-13,Closed
1903,1903,9,Investigating Officer,2025-09-28,Active
1904,1904,56,Investigating Officer,2025-06-18,Closed
1905,1905,116,Investigating Officer,2020-03-21,Closed
1906,1906,108,Investigating Officer,2020-06-19,Active
1907,1907,50,Investigating Officer,2020-06-27,Closed
1908,1908,117,Investigating Officer,2020-06-22,Active
1909,1909,49,Investigating Officer,2025-09-11,Active
1910,1910,116,Investigating Officer,2020-08-31,Active
1911,1911,12,Investigating Officer,2025-01-26,Closed
1912,1912,53,Investigating Officer,2022-12-19,Active
1913,1913,77,Investigating Officer,2022-11-10,Active
1914,1914,84,Investigating Officer,2025-11-01,Active
1915,1915,1,Investigating Officer,2021-10-31,Active
1916,1916,2,Investigating Officer,2025-09-20,Active
1917,1917,96,Investigating Officer,2025-08-27,Closed
1918,1918,66,Investigating Officer,2025-10-28,Closed
1919,1919,107,Investigating Officer,2021-12-24,Closed
1920,1920,123,Investigating Officer,2024-06-28,Active
1921,1921,103,Investigating Officer,2021-05-17,Active
1922,1922,14,Investigating Officer,2024-06-17,Closed
1923,1923,34,Investigating Officer,2025-08-19,Active
1924,1924,18,Investigating Officer,2025-02-28,Active
1925,1925,64,Investigating Officer,2025-05-13,Active
1926,1926,5,Investigating Officer,2024-10-16,Active
1927,1927,44,Investigating Officer,2022-09-22,Active
1928,1928,116,Investigating Officer,2025-01-13,Active
1929,1929,72,Investigating Officer,2024-06-10,Active
1930,1930,78,Investigating Officer,2021-06-25,Active
1931,1931,18,Investigating Officer,2022-12-26,Active
1932,1932,19,Investigating Officer,2022-06-01,Closed
1933,1933,17,Investigating Officer,2024-05-09,Active
1934,1934,52,Investigating Officer,2024-09-01,Closed
1935,1935,92,Investigating Officer,2024-04-01,Closed
1936,1936,42,Investigating Officer,2020-04-21,Active
1937,1937,39,Investigating Officer,2022-04-30,Active
1938,1938,60,Investigating Officer,2023-05-15,Active
1939,1939,86,Investigating Officer,2023-03-30,Active
1940,1940,118,Investigating Officer,2021-09-27,Closed
1941,1941,30,Investigating Officer,2023-08-21,Closed
1942,1942,107,Investigating Officer,2023-06-06,Closed
1943,1943,11,Investigating Officer,2021-02-17,Closed
1944,1944,98,Investigating Officer,2023-03-10,Active
1945,1945,111,Investigating Officer,2020-09-13,Active
1946,1946,7,Investigating Officer,2021-07-09,Active
1947,1947,4,Investigating Officer,2024-04-11,Active
1948,1948,35,Investigating Officer,2025-06-16,Active
1949,1949,83,Investigating Officer,2021-09-16,Closed
1950,1950,17,Investigating Officer,2021-01-08,Active
1951,1951,93,Investigating Officer,2021-12-03,Closed
1952,1952,95,Investigating Officer,2022-09-27,Active
1953,1953,60,Investigating Officer,2020-12-08,Active
1954,1954,59,Investigating Officer,2025-04-21,Active
1955,1955,57,Investigating Officer,2025-01-24,Closed
1956,1956,68,Investigating Officer,2020-07-05,Active
1957,1957,25,Investigating Officer,2023-06-01,Active
1958,1958,24,Investigating Officer,2020-10-05,Active
1959,1959,42,Investigating Officer,2023-05-23,Closed
1960,1960,89,Investigating Officer,2025-07-31,Active
1961,1961,84,Investigating Officer,2023-06-21,Closed
1962,1962,88,Investigating Officer,2024-11-29,Closed
1963,1963,56,Investigating Officer,2023-10-04,Closed
1964,1964,58,Investigating Officer,2023-10-13,Active
1965,1965,74,Investigating Officer,2022-11-24,Active
1966,1966,52,Investigating Officer,2021-09-24,Active
1967,1967,21,Investigating Officer,2025-03-04,Closed
1968,1968,37,Investigating Officer,2024-03-13,Active
1969,1969,13,Investigating Officer,2020-05-16,Active
1970,1970,89,Investigating Officer,2024-03-21,Active
1971,1971,8,Investigating Officer,2020-11-18,Active
1972,1972,8,Investigating Officer,2025-04-13,Closed
1973,1973,100,Investigating Officer,2021-08-28,Active
1974,1974,79,Investigating Officer,2021-11-24,Closed
1975,1975,73,Investigating Officer,2020-05-22,Active
1976,1976,90,Investigating Officer,2024-08-24,Closed
1977,1977,2,Investigating Officer,2020-12-19,Active
1978,1978,64,Investigating Officer,2021-12-02,Active
1979,1979,66,Investigating Officer,2024-05-17,Active
1980,1980,10,Investigating Officer,2025-04-16,Active
1981,1981,46,Investigating Officer,2022-02-02,Closed
1982,1982,22,Investigating Officer,2023-03-28,Closed
1983,1983,26,Investigating Officer,2024-06-06,Closed
1984,1984,81,Investigating Officer,2025-08-14,Active
1985,1985,58,Investigating Officer,2022-01-30,Active
1986,1986,11,Investigating Officer,2022-02-07,Active
1987,1987,19,Investigating Officer,2024-10-11,Active
1988,1988,41,Investigating Officer,2020-01-16,Active
1989,1989,65,Investigating Officer,2024-03-29,Active
1990,1990,25,Investigating Officer,2023-06-08,Closed
1991,1991,29,Investigating Officer,2025-07-30,Closed
1992,1992,18,Investigating Officer,2022-08-10,Active
1993,1993,61,Investigating Officer,2020-12-24,Active
1994,1994,67,Investigating Officer,2024-01-08,Active
1995,1995,103,Investigating Officer,2023-10-28,Active
1996,1996,16,Investigating Officer,2024-02-21,Active
1997,1997,73,Investigating Officer,2024-10-24,Active
1998,1998,47,Investigating Officer,2021-03-18,Active
1999,1999,33,Investigating Officer,2021-03-09,Active
2000,2000,117,Investigating Officer,2023-11-12,Active
