CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
398,100110049202000002,202000002,2020-05-10,110,49,1,1,1,2,4,11,2020-05-06 01:25:00,2020-05-06 04:29:00,2020-05-06 04:34:00,13.914641,75.515782,Masked FIR summary for assault case 0398.
399,400100045202500001,202500001,2025-09-27,100,45,4,2,1,3,2,10,2025-09-26 21:32:00,2025-09-27 01:04:00,2025-09-27 01:38:00,13.010968,76.177901,Masked FIR summary for kidnapping case 0399.
400,800040019202300001,202300001,2023-11-12,40,19,8,1,2,5,2,4,2023-11-10 18:05:00,2023-11-10 18:31:00,2023-11-10 20:44:00,13.336427,77.111113,Masked FIR summary for theft case 0400.
401,400030017202500001,202500001,2025-07-30,38,17,4,2,1,3,4,3,2025-07-27 07:46:00,2025-07-27 10:47:00,2025-07-27 12:59:00,12.329992,76.633764,Masked FIR summary for kidnapping case 0401.
402,100050024202500002,202500002,2025-08-07,54,24,1,1,4,12,2,5,2025-08-03 08:35:00,2025-08-03 10:13:00,2025-08-03 12:27:00,12.928899,74.941613,Masked FIR summary for drug possession case 0402.
403,100100046202500001,202500001,2025-01-02,105,46,1,2,2,6,5,10,2025-01-01 22:00:00,2025-01-02 00:30:00,2025-01-02 02:41:00,12.925778,76.131348,Masked FIR summary for robbery case 0403.
404,100100045202200004,202200004,2022-01-05,100,45,1,2,2,6,3,10,2022-01-02 15:35:00,2022-01-02 17:14:00,2022-01-02 18:48:00,13.052345,76.148015,Masked FIR summary for robbery case 0404.
405,100050025202100003,202100003,2021-09-12,57,25,1,1,2,5,2,5,2021-09-08 23:52:00,2021-09-09 00:31:00,2021-09-09 01:16:00,12.773951,74.910588,Masked FIR summary for theft case 0405.
406,100060030202100002,202100002,2021-08-12,68,30,1,1,3,10,4,6,2021-08-09 19:14:00,2021-08-09 22:28:00,2021-08-10 00:01:00,15.833842,74.455945,Masked FIR summary for cyber fraud case 0406.
407,100040019202500004,202500004,2025-02-18,40,19,1,1,5,14,2,4,2025-02-15 18:53:00,2025-02-15 21:37:00,2025-02-15 22:17:00,13.266147,77.077294,Masked FIR summary for unlawful assembly case 0407.
408,100120053202300003,202300003,2023-02-23,120,53,1,1,3,10,6,12,2023-02-18 22:08:00,2023-02-18 22:51:00,2023-02-18 23:01:00,13.385165,74.805252,Masked FIR summary for cyber fraud case 0408.
409,800070032202300001,202300001,2023-07-23,71,32,8,1,5,14,2,7,2023-07-22 04:56:00,2023-07-22 05:35:00,2023-07-22 05:56:00,17.436176,76.886135,Masked FIR summary for unlawful assembly case 0409.
410,400060030202500001,202500001,2025-07-20,67,30,4,1,5,15,1,6,2025-07-18 13:57:00,2025-07-18 16:15:00,2025-07-18 16:55:00,15.744686,74.43992,Masked FIR summary for rioting case 0410.
411,100020012202100001,202100001,2021-11-07,27,12,1,1,2,7,2,2,2021-11-04 11:43:00,2021-11-04 12:05:00,2021-11-04 13:14:00,13.115679,77.537897,Masked FIR summary for burglary case 0411.
412,100010008202400002,202400002,2024-08-16,16,8,1,1,5,14,2,1,2024-08-11 10:59:00,2024-08-11 12:27:00,2024-08-11 14:11:00,12.917746,77.59679,Masked FIR summary for unlawful assembly case 0412.
413,100110049202400003,202400003,2024-11-30,109,49,1,1,2,7,4,11,2024-11-29 17:00:00,2024-11-29 19:21:00,2024-11-29 21:40:00,13.926118,75.579468,Masked FIR summary for burglary case 0413.
414,300060030202500001,202500001,2025-01-27,69,30,3,2,1,4,2,6,2025-01-22 20:57:00,2025-01-22 22:16:00,2025-01-23 00:24:00,15.774924,74.439355,Masked FIR summary for sexual assault case 0414.
415,100110049202300004,202300004,2023-10-11,109,49,1,1,5,15,2,11,2023-10-10 23:14:00,2023-10-11 02:09:00,2023-10-11 04:03:00,13.934401,75.574907,Masked FIR summary for rioting case 0415.
416,100050025202100004,202100004,2021-08-19,56,25,1,2,1,1,3,5,2021-08-16 02:28:00,2021-08-16 04:48:00,2021-08-16 07:44:00,12.814084,74.937091,Masked FIR summary for murder case 0416.
417,800040021202200001,202200001,2022-06-02,46,21,8,1,1,2,3,4,2022-05-31 21:17:00,2022-05-31 21:32:00,2022-05-31 21:42:00,13.341963,77.101456,Masked FIR summary for assault case 0417.
418,100010004202400001,202400001,2024-05-04,4,4,1,1,5,14,3,1,2024-05-01 15:19:00,2024-05-01 16:00:00,2024-05-01 16:17:00,13.040337,77.628611,Masked FIR summary for unlawful assembly case 0418.
419,100010005202300002,202300002,2023-08-23,8,5,1,1,2,5,5,1,2023-08-21 01:20:00,2023-08-21 04:49:00,2023-08-21 05:38:00,12.954163,77.509492,Masked FIR summary for theft case 0419.
420,100120054202100002,202100002,2021-06-21,123,54,1,2,1,4,1,12,2021-06-18 22:48:00,2021-06-19 01:58:00,2021-06-19 03:28:00,13.308755,74.774039,Masked FIR summary for sexual assault case 0420.
421,100070033202500002,202500002,2025-09-09,73,33,1,2,4,13,2,7,2025-09-06 08:35:00,2025-09-06 09:54:00,2025-09-06 11:16:00,17.255792,76.761194,Masked FIR summary for drug trafficking case 0421.
422,100060028202300003,202300003,2023-08-14,63,28,1,1,3,9,2,6,2023-08-09 22:05:00,2023-08-09 22:24:00,2023-08-10 00:25:00,15.934163,74.468159,Masked FIR summary for fraud case 0422.
423,300030017202500001,202500001,2025-05-11,39,17,3,2,2,6,5,3,2025-05-07 08:38:00,2025-05-07 11:29:00,2025-05-07 11:45:00,12.297912,76.614148,Masked FIR summary for robbery case 0423.
424,100120053202400002,202400002,2024-08-14,119,53,1,2,1,4,2,12,2024-08-12 17:17:00,2024-08-12 19:55:00,2024-08-12 22:43:00,13.327517,74.834575,Masked FIR summary for sexual assault case 0424.
425,100060028202500001,202500001,2025-09-08,61,28,1,2,1,4,3,6,2025-09-06 01:03:00,2025-09-06 02:41:00,2025-09-06 05:17:00,15.902716,74.414768,Masked FIR summary for sexual assault case 0425.
426,100020011202200001,202200001,2022-05-14,22,11,1,2,1,3,2,2,2022-05-09 03:54:00,2022-05-09 05:13:00,2022-05-09 06:18:00,13.193342,77.461324,Masked FIR summary for kidnapping case 0426.
427,100030017202300004,202300004,2023-10-03,39,17,1,2,1,1,5,3,2023-09-29 02:31:00,2023-09-29 05:32:00,2023-09-29 07:58:00,12.3397,76.63407,Masked FIR summary for murder case 0427.
428,100120054202400002,202400002,2024-01-08,122,54,1,1,1,2,2,12,2024-01-07 18:18:00,2024-01-07 21:20:00,2024-01-07 21:45:00,13.25638,74.738687,Masked FIR summary for assault case 0428.
429,100030017202300005,202300005,2023-07-31,37,17,1,2,4,13,2,3,2023-07-28 10:57:00,2023-07-28 14:12:00,2023-07-28 14:18:00,12.270861,76.694669,Masked FIR summary for drug trafficking case 0429.
430,100020012202300004,202300004,2023-07-27,25,12,1,1,3,11,2,2,2023-07-23 03:11:00,2023-07-23 05:03:00,2023-07-23 06:19:00,13.148707,77.530195,Masked FIR summary for cheque fraud case 0430.
431,100060028202200003,202200003,2022-02-10,62,28,1,2,1,3,2,6,2022-02-07 17:25:00,2022-02-07 19:46:00,2022-02-07 22:23:00,15.940212,74.441965,Masked FIR summary for kidnapping case 0431.
432,100110049202400004,202400004,2024-04-27,110,49,1,2,1,1,2,11,2024-04-26 21:50:00,2024-04-26 22:30:00,2024-04-27 01:17:00,13.985501,75.590359,Masked FIR summary for murder case 0432.
433,100080038202100001,202100001,2021-06-26,86,38,1,1,3,11,2,8,2021-06-22 20:18:00,2021-06-23 00:03:00,2021-06-23 01:32:00,15.394218,74.991369,Masked FIR summary for cheque fraud case 0433.
434,100040020202000004,202000004,2020-11-17,45,20,1,2,2,6,1,4,2020-11-15 22:56:00,2020-11-16 00:17:00,2020-11-16 01:04:00,13.33768,77.044013,Masked FIR summary for robbery case 0434.
435,100010006202000003,202000003,2020-01-24,11,6,1,1,4,12,5,1,2020-01-24 13:04:00,2020-01-24 15:42:00,2020-01-24 17:15:00,12.98099,77.505479,Masked FIR summary for drug possession case 0435.
436,100010006202400002,202400002,2024-01-15,12,6,1,1,5,14,3,1,2024-01-14 20:53:00,2024-01-15 00:44:00,2024-01-15 02:17:00,12.993453,77.576461,Masked FIR summary for unlawful assembly case 0436.
437,800100045202300001,202300001,2023-05-28,100,45,8,1,5,15,2,10,2023-05-27 08:52:00,2023-05-27 09:58:00,2023-05-27 10:32:00,12.993507,76.197314,Masked FIR summary for rioting case 0437.
438,100030015202100003,202100003,2021-11-28,31,15,1,1,2,8,3,3,2021-11-27 06:27:00,2021-11-27 06:43:00,2021-11-27 09:38:00,12.362647,76.584718,Masked FIR summary for vandalism case 0438.
439,100060027202300001,202300001,2023-09-10,60,27,1,1,3,10,3,6,2023-09-09 13:00:00,2023-09-09 15:00:00,2023-09-09 16:20:00,15.823759,74.474769,Masked FIR summary for cyber fraud case 0439.
440,100050023202200003,202200003,2022-07-01,51,23,1,1,3,9,2,5,2022-06-30 14:17:00,2022-06-30 17:02:00,2022-06-30 18:35:00,12.800931,74.992816,Masked FIR summary for fraud case 0440.
441,100110049202100004,202100004,2021-10-07,110,49,1,1,1,2,3,11,2021-10-03 21:03:00,2021-10-03 21:41:00,2021-10-03 21:59:00,13.95563,75.506312,Masked FIR summary for assault case 0441.
442,800040021202400001,202400001,2024-11-17,47,21,8,2,2,6,3,4,2024-11-14 02:04:00,2024-11-14 05:39:00,2024-11-14 08:38:00,13.353349,77.043631,Masked FIR summary for robbery case 0442.
443,100010003202500003,202500003,2025-04-07,2,3,1,2,2,6,2,1,2025-04-04 00:06:00,2025-04-04 02:37:00,2025-04-04 04:39:00,12.924675,77.526743,Masked FIR summary for robbery case 0443.
444,300020012202400001,202400001,2024-01-04,27,12,3,1,4,12,5,2,2024-01-02 07:24:00,2024-01-02 09:04:00,2024-01-02 10:30:00,13.128701,77.533712,Masked FIR summary for drug possession case 0444.
445,100010005202000001,202000001,2020-02-10,9,5,1,2,1,3,2,1,2020-02-08 08:14:00,2020-02-08 10:55:00,2020-02-08 13:38:00,12.91928,77.508211,Masked FIR summary for kidnapping case 0445.
446,100050024202300002,202300002,2023-11-29,54,24,1,1,2,7,4,5,2023-11-29 03:00:00,2023-11-29 05:07:00,2023-11-29 07:19:00,12.884555,74.983827,Masked FIR summary for burglary case 0446.
447,400010003202500001,202500001,2025-12-30,1,3,4,2,1,3,1,1,2025-12-27 05:50:00,2025-12-27 09:19:00,2025-12-27 11:22:00,12.855247,77.508373,Masked FIR summary for kidnapping case 0447.
448,800030014202400001,202400001,2024-12-30,29,14,8,1,3,10,4,3,2024-12-27 20:38:00,2024-12-27 23:30:00,2024-12-28 00:45:00,12.366324,76.65695,Masked FIR summary for cyber fraud case 0448.
449,100120052202100004,202100004,2021-12-03,117,52,1,1,3,11,5,12,2021-12-02 09:35:00,2021-12-02 13:04:00,2021-12-02 14:14:00,13.302002,74.68469,Masked FIR summary for cheque fraud case 0449.
450,100080038202100002,202100002,2021-11-02,86,38,1,1,3,10,2,8,2021-10-30 07:11:00,2021-10-30 08:46:00,2021-10-30 09:49:00,15.346193,75.028997,Masked FIR summary for cyber fraud case 0450.
451,100120054202300001,202300001,2023-03-21,121,54,1,2,2,6,4,12,2023-03-18 02:34:00,2023-03-18 03:44:00,2023-03-18 04:30:00,13.30187,74.750379,Masked FIR summary for robbery case 0451.
452,100030014202500002,202500002,2025-10-26,29,14,1,1,3,9,4,3,2025-10-23 03:15:00,2025-10-23 03:49:00,2025-10-23 05:32:00,12.410001,76.706095,Masked FIR summary for fraud case 0452.
453,100090040202100003,202100003,2021-04-07,89,40,1,1,3,10,5,9,2021-04-04 17:15:00,2021-04-04 20:28:00,2021-04-04 21:30:00,15.236617,76.931846,Masked FIR summary for cyber fraud case 0453.
454,100100044202300003,202300003,2023-10-19,97,44,1,1,3,10,3,10,2023-10-14 15:44:00,2023-10-14 16:05:00,2023-10-14 18:43:00,12.9706,76.005482,Masked FIR summary for cyber fraud case 0454.
455,100120054202200001,202200001,2022-11-24,122,54,1,1,4,12,5,12,2022-11-23 05:35:00,2022-11-23 05:53:00,2022-11-23 08:49:00,13.295053,74.72202,Masked FIR summary for drug possession case 0455.
456,800100044202300001,202300001,2023-09-29,97,44,8,1,1,2,2,10,2023-09-29 04:47:00,2023-09-29 07:10:00,2023-09-29 08:20:00,13.009019,76.043113,Masked FIR summary for assault case 0456.
457,100100046202400002,202400002,2024-03-26,103,46,1,1,3,10,2,10,2024-03-22 15:51:00,2024-03-22 16:29:00,2024-03-22 18:48:00,12.953151,76.133397,Masked FIR summary for cyber fraud case 0457.
458,100080038202500001,202500001,2025-07-02,85,38,1,1,3,11,2,8,2025-06-28 11:22:00,2025-06-28 12:37:00,2025-06-28 14:43:00,15.359508,74.990586,Masked FIR summary for cheque fraud case 0458.
459,100060029202400001,202400001,2024-11-26,64,29,1,2,2,6,3,6,2024-11-25 18:23:00,2024-11-25 19:43:00,2024-11-25 22:13:00,15.889648,74.511888,Masked FIR summary for robbery case 0459.
460,100120053202200003,202200003,2022-09-01,118,53,1,1,2,7,4,12,2022-08-31 10:38:00,2022-08-31 14:02:00,2022-08-31 16:03:00,13.336403,74.790647,Masked FIR summary for burglary case 0460.
461,100020010202000001,202000001,2020-11-29,21,10,1,1,1,2,2,2,2020-11-27 18:30:00,2020-11-27 21:14:00,2020-11-27 23:39:00,13.246664,77.47107,Masked FIR summary for assault case 0461.
462,100010003202400003,202400003,2024-05-18,1,3,1,1,3,9,4,1,2024-05-16 02:53:00,2024-05-16 04:27:00,2024-05-16 07:11:00,12.864027,77.534201,Masked FIR summary for fraud case 0462.
463,100040019202200003,202200003,2022-06-19,42,19,1,1,3,9,3,4,2022-06-15 03:14:00,2022-06-15 03:40:00,2022-06-15 05:18:00,13.335617,77.075961,Masked FIR summary for fraud case 0463.
464,100020010202000002,202000002,2020-04-09,21,10,1,2,1,3,6,2,2020-04-05 08:57:00,2020-04-05 12:53:00,2020-04-05 15:11:00,13.27112,77.538269,Masked FIR summary for kidnapping case 0464.
465,400010006202500001,202500001,2025-09-04,11,6,4,2,1,1,1,1,2025-08-31 22:29:00,2025-08-31 23:37:00,2025-08-31 23:59:00,13.012055,77.573547,Masked FIR summary for murder case 0465.
466,100070033202500003,202500003,2025-12-31,74,33,1,1,2,8,6,7,2025-12-26 15:55:00,2025-12-26 19:53:00,2025-12-26 21:27:00,17.293799,76.810305,Masked FIR summary for vandalism case 0466.
467,100010007202500001,202500001,2025-12-28,13,7,1,1,3,10,5,1,2025-12-23 20:41:00,2025-12-23 21:23:00,2025-12-23 22:10:00,12.992764,77.509342,Masked FIR summary for cyber fraud case 0467.
468,100050023202500004,202500004,2025-10-17,50,23,1,2,1,1,6,5,2025-10-16 18:23:00,2025-10-16 19:42:00,2025-10-16 20:27:00,12.833318,75.022969,Masked FIR summary for murder case 0468.
469,300030015202100001,202100001,2021-09-16,33,15,3,1,3,9,1,3,2021-09-13 14:27:00,2021-09-13 17:18:00,2021-09-13 18:54:00,12.344716,76.571457,Masked FIR summary for fraud case 0469.
470,100100044202300004,202300004,2023-08-24,99,44,1,2,1,1,1,10,2023-08-24 01:24:00,2023-08-24 02:53:00,2023-08-24 04:26:00,12.946085,76.088624,Masked FIR summary for murder case 0470.
471,100100044202100003,202100003,2021-06-17,98,44,1,1,2,5,2,10,2021-06-12 15:16:00,2021-06-12 18:48:00,2021-06-12 19:42:00,12.956297,76.065726,Masked FIR summary for theft case 0471.
472,100010004202500004,202500004,2025-10-07,4,4,1,1,5,15,3,1,2025-10-04 18:10:00,2025-10-04 18:39:00,2025-10-04 19:47:00,12.996857,77.655917,Masked FIR summary for rioting case 0472.
473,100060029202500003,202500003,2025-02-11,66,29,1,1,2,8,3,6,2025-02-09 01:06:00,2025-02-09 03:17:00,2025-02-09 05:00:00,15.862786,74.580186,Masked FIR summary for vandalism case 0473.
474,100060027202000001,202000001,2020-11-09,60,27,1,2,1,1,5,6,2020-11-06 10:02:00,2020-11-06 13:57:00,2020-11-06 14:22:00,15.752887,74.460995,Masked FIR summary for murder case 0474.
475,100080037202100002,202100002,2021-05-01,84,37,1,1,2,5,3,8,2021-04-28 17:36:00,2021-04-28 21:12:00,2021-04-28 22:39:00,15.447541,74.961193,Masked FIR summary for theft case 0475.
476,100090040202500002,202500002,2025-06-14,90,40,1,2,1,3,2,9,2025-06-12 00:21:00,2025-06-12 03:19:00,2025-06-12 05:21:00,15.226465,76.977738,Masked FIR summary for kidnapping case 0476.
477,100100045202100002,202100002,2021-11-13,102,45,1,2,1,3,1,10,2021-11-11 23:02:00,2021-11-12 02:50:00,2021-11-12 05:06:00,13.044057,76.175595,Masked FIR summary for kidnapping case 0477.
478,100040020202400001,202400001,2024-04-11,45,20,1,2,4,13,2,4,2024-04-08 07:43:00,2024-04-08 09:43:00,2024-04-08 10:43:00,13.323567,77.079224,Masked FIR summary for drug trafficking case 0478.
479,100020011202400005,202400005,2024-08-03,22,11,1,1,5,14,3,2,2024-08-01 18:35:00,2024-08-01 21:18:00,2024-08-02 00:02:00,13.185857,77.535651,Masked FIR summary for unlawful assembly case 0479.
480,100090042202300003,202300003,2023-06-22,95,42,1,1,1,2,3,9,2023-06-21 15:18:00,2023-06-21 17:43:00,2023-06-21 19:58:00,15.015196,76.80247,Masked FIR summary for assault case 0480.
481,100070034202000003,202000003,2020-12-20,76,34,1,1,2,8,1,7,2020-12-19 22:05:00,2020-12-20 01:50:00,2020-12-20 04:37:00,17.215201,76.795452,Masked FIR summary for vandalism case 0481.
482,100050023202200004,202200004,2022-04-05,50,23,1,1,3,9,4,5,2022-04-03 04:00:00,2022-04-03 05:30:00,2022-04-03 08:02:00,12.853324,75.015664,Masked FIR summary for fraud case 0482.
483,800020010202200001,202200001,2022-03-20,20,10,8,2,1,1,5,2,2022-03-19 17:56:00,2022-03-19 18:32:00,2022-03-19 19:09:00,13.230705,77.53337,Masked FIR summary for murder case 0483.
484,100050024202400004,202400004,2024-05-22,52,24,1,2,4,13,2,5,2024-05-18 17:07:00,2024-05-18 18:22:00,2024-05-18 19:18:00,12.938979,75.012001,Masked FIR summary for drug trafficking case 0484.
485,100050023202300002,202300002,2023-09-24,50,23,1,2,1,1,4,5,2023-09-21 17:54:00,2023-09-21 19:09:00,2023-09-21 20:55:00,12.783831,75.032659,Masked FIR summary for murder case 0485.
486,100030017202500002,202500002,2025-04-04,39,17,1,2,1,1,4,3,2025-04-01 04:10:00,2025-04-01 05:46:00,2025-04-01 07:50:00,12.342659,76.633714,Masked FIR summary for murder case 0486.
487,100010003202500004,202500004,2025-05-26,3,3,1,2,1,1,3,1,2025-05-23 07:20:00,2025-05-23 10:08:00,2025-05-23 10:35:00,12.914069,77.563364,Masked FIR summary for murder case 0487.
488,400120052202300001,202300001,2023-09-23,117,52,4,1,3,10,2,12,2023-09-19 15:28:00,2023-09-19 17:49:00,2023-09-19 19:23:00,13.28686,74.709471,Masked FIR summary for cyber fraud case 0488.
489,100110049202300005,202300005,2023-02-27,110,49,1,1,4,12,2,11,2023-02-24 02:14:00,2023-02-24 05:20:00,2023-02-24 06:11:00,13.970369,75.505522,Masked FIR summary for drug possession case 0489.
490,100040020202000005,202000005,2020-12-09,43,20,1,1,1,2,2,4,2020-12-05 01:47:00,2020-12-05 03:18:00,2020-12-05 05:57:00,13.380142,77.083391,Masked FIR summary for assault case 0490.
491,800040021202200002,202200002,2022-05-22,47,21,8,1,5,15,2,4,2022-05-20 00:25:00,2022-05-20 04:25:00,2022-05-20 06:40:00,13.366917,77.069337,Masked FIR summary for rioting case 0491.
492,100060030202100003,202100003,2021-10-17,68,30,1,1,1,2,4,6,2021-10-15 11:37:00,2021-10-15 13:19:00,2021-10-15 14:38:00,15.777171,74.447947,Masked FIR summary for assault case 0492.
493,100030017202100001,202100001,2021-08-13,37,17,1,1,3,11,3,3,2021-08-11 12:03:00,2021-08-11 15:08:00,2021-08-11 15:51:00,12.327968,76.617795,Masked FIR summary for cheque fraud case 0493.
494,800050023202200001,202200001,2022-06-15,51,23,8,2,4,13,6,5,2022-06-13 10:24:00,2022-06-13 12:48:00,2022-06-13 14:44:00,12.786288,74.978473,Masked FIR summary for drug trafficking case 0494.
495,100060029202500004,202500004,2025-03-24,64,29,1,2,1,4,2,6,2025-03-22 08:02:00,2025-03-22 09:30:00,2025-03-22 10:37:00,15.893932,74.508848,Masked FIR summary for sexual assault case 0495.
496,100020012202000004,202000004,2020-05-14,25,12,1,1,2,7,3,2,2020-05-13 11:56:00,2020-05-13 14:18:00,2020-05-13 15:53:00,13.131433,77.533283,Masked FIR summary for burglary case 0496.
497,100090040202400002,202400002,2024-03-02,90,40,1,1,4,12,3,9,2024-02-27 17:06:00,2024-02-27 17:58:00,2024-02-27 19:38:00,15.165881,76.972211,Masked FIR summary for drug possession case 0497.
498,100070034202000004,202000004,2020-11-17,76,34,1,2,1,1,2,7,2020-11-12 20:34:00,2020-11-13 00:32:00,2020-11-13 01:32:00,17.297208,76.841022,Masked FIR summary for murder case 0498.
499,800040021202000001,202000001,2020-09-03,46,21,8,2,1,1,4,4,2020-08-30 00:37:00,2020-08-30 03:57:00,2020-08-30 04:09:00,13.298265,77.039456,Masked FIR summary for murder case 0499.
500,100110050202000004,202000004,2020-06-15,114,50,1,1,2,7,3,11,2020-06-11 06:07:00,2020-06-11 07:44:00,2020-06-11 10:20:00,13.991637,75.595747,Masked FIR summary for burglary case 0500.
501,100010008202000001,202000001,2020-10-11,16,8,1,1,2,5,3,1,2020-10-09 02:30:00,2020-10-09 04:14:00,2020-10-09 07:14:00,12.951386,77.563498,Masked FIR summary for theft case 0501.
502,100100044202300005,202300005,2023-01-04,98,44,1,1,3,11,5,10,2023-01-01 01:51:00,2023-01-01 02:54:00,2023-01-01 03:48:00,12.95468,76.096893,Masked FIR summary for cheque fraud case 0502.
503,100030015202400003,202400003,2024-01-30,31,15,1,1,5,15,3,3,2024-01-29 18:24:00,2024-01-29 20:23:00,2024-01-29 22:19:00,12.386752,76.537597,Masked FIR summary for rioting case 0503.
504,100060027202100002,202100002,2021-07-10,59,27,1,2,1,4,2,6,2021-07-07 22:10:00,2021-07-07 23:37:00,2021-07-08 01:58:00,15.759996,74.402273,Masked FIR summary for sexual assault case 0504.
505,100050025202300002,202300002,2023-01-28,56,25,1,2,1,4,5,5,2023-01-28 05:52:00,2023-01-28 09:09:00,2023-01-28 11:26:00,12.800483,74.912563,Masked FIR summary for sexual assault case 0505.
506,100080038202100003,202100003,2021-03-16,87,38,1,1,2,5,5,8,2021-03-15 22:37:00,2021-03-16 02:23:00,2021-03-16 04:59:00,15.409376,74.952333,Masked FIR summary for theft case 0506.
507,100090041202300002,202300002,2023-10-17,92,41,1,2,1,1,1,9,2023-10-12 16:08:00,2023-10-12 18:43:00,2023-10-12 21:15:00,15.115427,76.938423,Masked FIR summary for murder case 0507.
508,100080036202200001,202200001,2022-12-27,81,36,1,1,3,10,1,8,2022-12-25 02:29:00,2022-12-25 03:45:00,2022-12-25 03:57:00,15.572263,75.0776,Masked FIR summary for cyber fraud case 0508.
509,100030015202200001,202200001,2022-11-22,32,15,1,1,5,15,2,3,2022-11-17 07:47:00,2022-11-17 08:06:00,2022-11-17 08:33:00,12.389156,76.596618,Masked FIR summary for rioting case 0509.
510,100030016202300002,202300002,2023-06-21,36,16,1,2,1,3,4,3,2023-06-16 16:53:00,2023-06-16 19:12:00,2023-06-16 19:53:00,12.262754,76.730465,Masked FIR summary for kidnapping case 0510.
511,100040021202000002,202000002,2020-11-03,47,21,1,1,3,9,1,4,2020-10-30 05:52:00,2020-10-30 09:41:00,2020-10-30 10:52:00,13.302388,77.106505,Masked FIR summary for fraud case 0511.
512,100030014202500003,202500003,2025-08-08,30,14,1,1,3,9,2,3,2025-08-04 19:51:00,2025-08-04 20:24:00,2025-08-04 22:06:00,12.393628,76.695505,Masked FIR summary for fraud case 0512.
513,400100044202000002,202000002,2020-02-03,98,44,4,1,5,14,2,10,2020-02-01 20:08:00,2020-02-01 23:42:00,2020-02-02 02:28:00,12.959983,76.016005,Masked FIR summary for unlawful assembly case 0513.
514,100050025202000004,202000004,2020-10-26,55,25,1,2,1,3,2,5,2020-10-24 15:33:00,2020-10-24 18:30:00,2020-10-24 21:07:00,12.772004,74.883449,Masked FIR summary for kidnapping case 0514.
515,100050025202400002,202400002,2024-12-26,55,25,1,1,1,2,3,5,2024-12-25 08:40:00,2024-12-25 10:40:00,2024-12-25 13:04:00,12.761271,74.884422,Masked FIR summary for assault case 0515.
516,100080036202300001,202300001,2023-07-22,80,36,1,1,4,12,3,8,2023-07-18 16:27:00,2023-07-18 19:31:00,2023-07-18 21:12:00,15.511499,75.061601,Masked FIR summary for drug possession case 0516.
517,100060027202100003,202100003,2021-02-09,59,27,1,2,2,6,5,6,2021-02-05 07:03:00,2021-02-05 10:02:00,2021-02-05 11:39:00,15.799336,74.387933,Masked FIR summary for robbery case 0517.
518,100010006202200001,202200001,2022-12-08,10,6,1,1,3,9,2,1,2022-12-03 23:09:00,2022-12-04 03:05:00,2022-12-04 05:33:00,13.06677,77.502481,Masked FIR summary for fraud case 0518.
519,100050023202500005,202500005,2025-01-15,49,23,1,1,2,7,3,5,2025-01-10 02:26:00,2025-01-10 05:05:00,2025-01-10 07:05:00,12.783164,75.032807,Masked FIR summary for burglary case 0519.
520,100070033202500004,202500004,2025-09-25,75,33,1,1,4,12,5,7,2025-09-20 13:46:00,2025-09-20 15:47:00,2025-09-20 16:42:00,17.266143,76.805044,Masked FIR summary for drug possession case 0520.
521,100110048202500003,202500003,2025-12-16,108,48,1,2,4,13,1,11,2025-12-12 08:25:00,2025-12-12 09:52:00,2025-12-12 10:59:00,13.993272,75.582153,Masked FIR summary for drug trafficking case 0521.
522,100010008202000002,202000002,2020-10-23,16,8,1,1,3,11,2,1,2020-10-21 08:08:00,2020-10-21 09:20:00,2020-10-21 09:38:00,12.975671,77.619718,Masked FIR summary for cheque fraud case 0522.
523,300060027202300001,202300001,2023-08-02,60,27,3,1,4,12,2,6,2023-08-02 17:38:00,2023-08-02 20:50:00,2023-08-02 23:16:00,15.77264,74.412361,Masked FIR summary for drug possession case 0523.
524,100050024202200004,202200004,2022-04-21,53,24,1,1,2,5,2,5,2022-04-18 12:17:00,2022-04-18 15:01:00,2022-04-18 15:49:00,12.914998,74.92689,Masked FIR summary for theft case 0524.
525,100010004202100002,202100002,2021-11-21,6,4,1,2,1,4,2,1,2021-11-19 21:05:00,2021-11-19 21:37:00,2021-11-20 00:25:00,13.039669,77.691748,Masked FIR summary for sexual assault case 0525.
526,100080038202100004,202100004,2021-05-13,85,38,1,1,2,7,2,8,2021-05-11 04:35:00,2021-05-11 07:36:00,2021-05-11 08:37:00,15.383057,74.97886,Masked FIR summary for burglary case 0526.
527,100070033202200002,202200002,2022-11-20,73,33,1,1,3,10,2,7,2022-11-16 15:35:00,2022-11-16 18:44:00,2022-11-16 20:27:00,17.232084,76.810818,Masked FIR summary for cyber fraud case 0527.
528,100040019202300003,202300003,2023-08-08,42,19,1,2,1,3,1,4,2023-08-07 12:56:00,2023-08-07 14:08:00,2023-08-07 16:23:00,13.264898,77.092752,Masked FIR summary for kidnapping case 0528.
529,100100045202000001,202000001,2020-09-12,100,45,1,1,3,9,2,10,2020-09-07 20:18:00,2020-09-07 23:53:00,2020-09-08 02:19:00,13.058208,76.164107,Masked FIR summary for fraud case 0529.
530,100110049202100005,202100005,2021-02-18,110,49,1,1,1,2,2,11,2021-02-16 16:07:00,2021-02-16 19:03:00,2021-02-16 21:06:00,13.990661,75.542938,Masked FIR summary for assault case 0530.
